Package,Class,Method,Parameters,CC
org.apache.commons.collections4.iterators,FilterListIterator,hasNext,,1
org.apache.commons.collections4.iterators,FilterListIterator,hasPrevious,,1
org.apache.commons.collections4.iterators,FilterListIterator,next,,2
org.apache.commons.collections4.iterators,FilterListIterator,nextIndex,,1
org.apache.commons.collections4.iterators,FilterListIterator,previous,,2
org.apache.commons.collections4.iterators,FilterListIterator,previousIndex,,1
org.apache.commons.collections4.iterators,FilterListIterator,remove,,1
org.apache.commons.collections4.iterators,FilterListIterator,set,E,1
org.apache.commons.collections4.iterators,FilterListIterator,setListIterator,ListIterator<? extends E>,1
org.apache.commons.collections4.iterators,FilterListIterator,setNextObject,,6
org.apache.commons.collections4.iterators,FilterListIterator,setPredicate,Predicate<? super E>,1
org.apache.commons.collections4.iterators,FilterListIterator,setPreviousObject,,6
org.apache.commons.collections4.iterators,ArrayListIterator,add,Object,1
org.apache.commons.collections4.iterators,ArrayListIterator,hasPrevious,,1
org.apache.commons.collections4.iterators,ArrayListIterator,next,,2
org.apache.commons.collections4.iterators,ArrayListIterator,nextIndex,,1
org.apache.commons.collections4.iterators,ArrayListIterator,previous,,2
org.apache.commons.collections4.iterators,ArrayListIterator,previousIndex,,1
org.apache.commons.collections4.iterators,ArrayListIterator,reset,,1
org.apache.commons.collections4.iterators,ArrayListIterator,set,Object,2
org.apache.commons.collections4.iterators,IteratorChain,addIterator,Iterator<? extends E>,1
org.apache.commons.collections4.iterators,IteratorChain,checkLocked,,2
org.apache.commons.collections4.iterators,IteratorChain,hasNext,,1
org.apache.commons.collections4.iterators,IteratorChain,isLocked,,1
org.apache.commons.collections4.iterators,IteratorChain,lockChain,,2
org.apache.commons.collections4.iterators,IteratorChain,next,,1
org.apache.commons.collections4.iterators,IteratorChain,remove,,2
org.apache.commons.collections4.iterators,IteratorChain,size,,1
org.apache.commons.collections4.iterators,IteratorChain,updateCurrentIterator,,4
org.apache.commons.collections4.iterators,IteratorIterable,createTypesafeIterator,Iterator<? extends E>,1
org.apache.commons.collections4.iterators,IteratorIterable,iterator,,2
org.apache.commons.collections4.iterators,EmptyMapIterator,emptyMapIterator,,1
org.apache.commons.collections4.iterators,ExtendedIterator,create,Iterator<T>,1
org.apache.commons.collections4.iterators,ExtendedIterator,create,Stream<T>,1
org.apache.commons.collections4.iterators,ExtendedIterator,createNoRemove,Iterator<T>,1
org.apache.commons.collections4.iterators,ExtendedIterator,emptyIterator,,1
org.apache.commons.collections4.iterators,ExtendedIterator,flatten,Iterator<Iterator<T>>,1
org.apache.commons.collections4.iterators,ExtendedIterator,andThen,Iterator<X>,2
org.apache.commons.collections4.iterators,ExtendedIterator,filter,Predicate<T>,1
org.apache.commons.collections4.iterators,ExtendedIterator,forEachRemaining,Consumer<? super T>,1
org.apache.commons.collections4.iterators,ExtendedIterator,hasNext,,1
org.apache.commons.collections4.iterators,ExtendedIterator,map,"Function<T,U>",1
org.apache.commons.collections4.iterators,ExtendedIterator,next,,1
org.apache.commons.collections4.iterators,ExtendedIterator,remove,,2
org.apache.commons.collections4.iterators,EmptyOrderedIterator,emptyOrderedIterator,,1
org.apache.commons.collections4.iterators,PeekingIterator,peekingIterator,Iterator<? extends E>,2
org.apache.commons.collections4.iterators,PeekingIterator,element,,2
org.apache.commons.collections4.iterators,PeekingIterator,fill,,3
org.apache.commons.collections4.iterators,PeekingIterator,hasNext,,2
org.apache.commons.collections4.iterators,PeekingIterator,next,,2
org.apache.commons.collections4.iterators,PeekingIterator,peek,,1
org.apache.commons.collections4.iterators,PeekingIterator,remove,,2
org.apache.commons.collections4.iterators,AbstractMapIteratorDecorator,getKey,,1
org.apache.commons.collections4.iterators,AbstractMapIteratorDecorator,getMapIterator,,1
org.apache.commons.collections4.iterators,AbstractMapIteratorDecorator,getValue,,1
org.apache.commons.collections4.iterators,AbstractMapIteratorDecorator,hasNext,,1
org.apache.commons.collections4.iterators,AbstractMapIteratorDecorator,next,,1
org.apache.commons.collections4.iterators,AbstractMapIteratorDecorator,remove,,1
org.apache.commons.collections4.iterators,AbstractMapIteratorDecorator,setValue,V,1
org.apache.commons.collections4.iterators,PushbackIterator,pushbackIterator,Iterator<? extends E>,2
org.apache.commons.collections4.iterators,PushbackIterator,hasNext,,1
org.apache.commons.collections4.iterators,PushbackIterator,next,,1
org.apache.commons.collections4.iterators,PushbackIterator,pushback,E,1
org.apache.commons.collections4.iterators,PushbackIterator,remove,,1
org.apache.commons.collections4.iterators,UnmodifiableIterator,unmodifiableIterator,Iterator<? extends E>,2
org.apache.commons.collections4.iterators,UnmodifiableIterator,hasNext,,1
org.apache.commons.collections4.iterators,UnmodifiableIterator,next,,1
org.apache.commons.collections4.iterators,UnmodifiableIterator,remove,,1
org.apache.commons.collections4.iterators,BoundedIterator,checkBounds,,2
org.apache.commons.collections4.iterators,BoundedIterator,hasNext,,2
org.apache.commons.collections4.iterators,BoundedIterator,init,,2
org.apache.commons.collections4.iterators,BoundedIterator,next,,2
org.apache.commons.collections4.iterators,BoundedIterator,remove,,2
org.apache.commons.collections4.iterators,EmptyOrderedMapIterator,emptyOrderedMapIterator,,1
org.apache.commons.collections4.iterators,ObjectGraphIterator,findNext,E,2
org.apache.commons.collections4.iterators,ObjectGraphIterator,findNextByIterator,Iterator<? extends E>,6
org.apache.commons.collections4.iterators,ObjectGraphIterator,hasNext,,1
org.apache.commons.collections4.iterators,ObjectGraphIterator,next,,2
org.apache.commons.collections4.iterators,ObjectGraphIterator,remove,,2
org.apache.commons.collections4.iterators,ObjectGraphIterator,updateCurrentIterator,,5
org.apache.commons.collections4,Transformer,apply,T,1
org.apache.commons.collections4,Transformer,transform,T,1
org.apache.commons.collections4,Equator,equate,"T, T",1
org.apache.commons.collections4,Equator,hash,T,1
org.apache.commons.collections4,IterableUtils,boundedIterable,"Iterable<E>, long",2
org.apache.commons.collections4,IterableUtils,chainedIterable,Iterable<? extends E>,2
org.apache.commons.collections4,IterableUtils,chainedIterable,"Iterable<? extends E>, Iterable<? extends E>",1
org.apache.commons.collections4,IterableUtils,chainedIterable,"Iterable<? extends E>, Iterable<? extends E>, Iterable<? extends E>",1
org.apache.commons.collections4,IterableUtils,chainedIterable,"Iterable<? extends E>, Iterable<? extends E>, Iterable<? extends E>, Iterable<? extends E>",1
org.apache.commons.collections4,IterableUtils,checkNotNull,Iterable<?>,2
org.apache.commons.collections4,IterableUtils,collatedIterable,"Comparator<? super E>, Iterable<? extends E>, Iterable<? extends E>",1
org.apache.commons.collections4,IterableUtils,collatedIterable,"Iterable<? extends E>, Iterable<? extends E>",1
org.apache.commons.collections4,IterableUtils,contains,"Iterable<? extends E>, E, Equator<? super E>",1
org.apache.commons.collections4,IterableUtils,contains,"Iterable<E>, Object",2
org.apache.commons.collections4,IterableUtils,countMatches,"Iterable<E>, Predicate<? super E>",1
org.apache.commons.collections4,IterableUtils,duplicateList,Iterable<E>,1
org.apache.commons.collections4,IterableUtils,duplicateSequencedSet,Iterable<E>,1
org.apache.commons.collections4,IterableUtils,duplicateSet,Iterable<E>,1
org.apache.commons.collections4,IterableUtils,duplicateSet,"Iterable<E>, C",2
org.apache.commons.collections4,IterableUtils,emptyIfNull,Iterable<E>,1
org.apache.commons.collections4,IterableUtils,emptyIterable,,1
org.apache.commons.collections4,IterableUtils,emptyIteratorIfNull,Iterable<E>,1
org.apache.commons.collections4,IterableUtils,filteredIterable,"Iterable<E>, Predicate<? super E>",1
org.apache.commons.collections4,IterableUtils,find,"Iterable<E>, Predicate<? super E>",1
org.apache.commons.collections4,IterableUtils,first,Iterable<T>,1
org.apache.commons.collections4,IterableUtils,forEach,"Iterable<E>, Closure<? super E>",1
org.apache.commons.collections4,IterableUtils,forEachButLast,"Iterable<E>, Closure<? super E>",1
org.apache.commons.collections4,IterableUtils,frequency,"Iterable<E>, T",3
org.apache.commons.collections4,IterableUtils,get,"Iterable<T>, int",2
org.apache.commons.collections4,IterableUtils,indexOf,"Iterable<E>, Predicate<? super E>",1
org.apache.commons.collections4,IterableUtils,isEmpty,Iterable<?>,2
org.apache.commons.collections4,IterableUtils,loopingIterable,Iterable<E>,2
org.apache.commons.collections4,IterableUtils,matchesAll,"Iterable<E>, Predicate<? super E>",1
org.apache.commons.collections4,IterableUtils,matchesAny,"Iterable<E>, Predicate<? super E>",1
org.apache.commons.collections4,IterableUtils,partition,"Iterable<? extends O>, Factory<R>, Predicate<? super O>",9
org.apache.commons.collections4,IterableUtils,partition,"Iterable<? extends O>, Predicate<? super O>",1
org.apache.commons.collections4,IterableUtils,partition,"Iterable<? extends O>, Predicate<? super O>",1
org.apache.commons.collections4,IterableUtils,reversedIterable,Iterable<E>,1
org.apache.commons.collections4,IterableUtils,size,Iterable<?>,3
org.apache.commons.collections4,IterableUtils,skippingIterable,"Iterable<E>, long",2
org.apache.commons.collections4,IterableUtils,toList,Iterable<E>,1
org.apache.commons.collections4,IterableUtils,toString,Iterable<E>,1
org.apache.commons.collections4,IterableUtils,toString,"Iterable<E>, Transformer<? super E,String>",1
org.apache.commons.collections4,IterableUtils,toString,"Iterable<E>, Transformer<? super E,String>, String, String, String",1
org.apache.commons.collections4,IterableUtils,transformedIterable,"Iterable<I>, Transformer<? super I,? extends O>",1
org.apache.commons.collections4,IterableUtils,uniqueIterable,Iterable<E>,1
org.apache.commons.collections4,IterableUtils,unmodifiableIterable,Iterable<E>,2
org.apache.commons.collections4,IterableUtils,zippingIterable,"Iterable<? extends E>, Iterable<? extends E>",1
org.apache.commons.collections4,IterableUtils,zippingIterable,"Iterable<? extends E>, Iterable<? extends E>",2
org.apache.commons.collections4,UnmodifiableIterable,iterator,,1
org.apache.commons.collections4.set,MapBackedSet,mapBackedSet,"Map<E,? super V>",1
org.apache.commons.collections4.set,MapBackedSet,mapBackedSet,"Map<E,? super V>, V",1
org.apache.commons.collections4.set,MapBackedSet,add,E,1
org.apache.commons.collections4.set,MapBackedSet,addAll,Collection<? extends E>,2
org.apache.commons.collections4.set,MapBackedSet,clear,,1
org.apache.commons.collections4.set,MapBackedSet,contains,Object,1
org.apache.commons.collections4.set,MapBackedSet,containsAll,Collection<?>,1
org.apache.commons.collections4.set,MapBackedSet,equals,Object,1
org.apache.commons.collections4.set,MapBackedSet,hashCode,,1
org.apache.commons.collections4.set,MapBackedSet,isEmpty,,1
org.apache.commons.collections4.set,MapBackedSet,iterator,,1
org.apache.commons.collections4.set,MapBackedSet,remove,Object,1
org.apache.commons.collections4.set,MapBackedSet,removeAll,Collection<?>,1
org.apache.commons.collections4.set,MapBackedSet,removeIf,Predicate<? super E>,1
org.apache.commons.collections4.set,MapBackedSet,retainAll,Collection<?>,1
org.apache.commons.collections4.set,MapBackedSet,size,,1
org.apache.commons.collections4.set,MapBackedSet,toArray,,1
org.apache.commons.collections4.set,MapBackedSet,toArray,T[],1
org.apache.commons.collections4.set,PredicatedNavigableSet,predicatedNavigableSet,"NavigableSet<E>, Predicate<? super E>",1
org.apache.commons.collections4.set,PredicatedNavigableSet,ceiling,E,1
org.apache.commons.collections4.set,PredicatedNavigableSet,decorated,,1
org.apache.commons.collections4.set,PredicatedNavigableSet,descendingIterator,,1
org.apache.commons.collections4.set,PredicatedNavigableSet,descendingSet,,1
org.apache.commons.collections4.set,PredicatedNavigableSet,floor,E,1
org.apache.commons.collections4.set,PredicatedNavigableSet,headSet,"E, boolean",1
org.apache.commons.collections4.set,PredicatedNavigableSet,higher,E,1
org.apache.commons.collections4.set,PredicatedNavigableSet,lower,E,1
org.apache.commons.collections4.set,PredicatedNavigableSet,pollFirst,,1
org.apache.commons.collections4.set,PredicatedNavigableSet,pollLast,,1
org.apache.commons.collections4.set,PredicatedNavigableSet,subSet,"E, boolean, E, boolean",1
org.apache.commons.collections4.set,PredicatedNavigableSet,tailSet,"E, boolean",1
org.apache.commons.collections4.set,TransformedNavigableSet,transformedNavigableSet,"NavigableSet<E>, Transformer<? super E,? extends E>",3
org.apache.commons.collections4.set,TransformedNavigableSet,transformingNavigableSet,"NavigableSet<E>, Transformer<? super E,? extends E>",1
org.apache.commons.collections4.set,TransformedNavigableSet,ceiling,E,1
org.apache.commons.collections4.set,TransformedNavigableSet,decorated,,1
org.apache.commons.collections4.set,TransformedNavigableSet,descendingIterator,,1
org.apache.commons.collections4.set,TransformedNavigableSet,descendingSet,,1
org.apache.commons.collections4.set,TransformedNavigableSet,floor,E,1
org.apache.commons.collections4.set,TransformedNavigableSet,headSet,"E, boolean",1
org.apache.commons.collections4.set,TransformedNavigableSet,higher,E,1
org.apache.commons.collections4.set,TransformedNavigableSet,lower,E,1
org.apache.commons.collections4.set,TransformedNavigableSet,pollFirst,,1
org.apache.commons.collections4.set,TransformedNavigableSet,pollLast,,1
org.apache.commons.collections4.set,TransformedNavigableSet,subSet,"E, boolean, E, boolean",1
org.apache.commons.collections4.set,TransformedNavigableSet,tailSet,"E, boolean",1
org.apache.commons.collections4.set,UnmodifiableSet,unmodifiableSet,Set<? extends E>,2
org.apache.commons.collections4.set,UnmodifiableSet,add,E,1
org.apache.commons.collections4.set,UnmodifiableSet,addAll,Collection<? extends E>,1
org.apache.commons.collections4.set,UnmodifiableSet,clear,,1
org.apache.commons.collections4.set,UnmodifiableSet,iterator,,1
org.apache.commons.collections4.set,UnmodifiableSet,remove,Object,1
org.apache.commons.collections4.set,UnmodifiableSet,removeAll,Collection<?>,1
org.apache.commons.collections4.set,UnmodifiableSet,removeIf,Predicate<? super E>,1
org.apache.commons.collections4.set,UnmodifiableSet,retainAll,Collection<?>,1
org.apache.commons.collections4.set,UnmodifiableSortedSet,unmodifiableSortedSet,SortedSet<E>,2
org.apache.commons.collections4.set,UnmodifiableSortedSet,add,E,1
org.apache.commons.collections4.set,UnmodifiableSortedSet,addAll,Collection<? extends E>,1
org.apache.commons.collections4.set,UnmodifiableSortedSet,clear,,1
org.apache.commons.collections4.set,UnmodifiableSortedSet,headSet,E,1
org.apache.commons.collections4.set,UnmodifiableSortedSet,iterator,,1
org.apache.commons.collections4.set,UnmodifiableSortedSet,readObject,ObjectInputStream,1
org.apache.commons.collections4.set,UnmodifiableSortedSet,remove,Object,1
org.apache.commons.collections4.set,UnmodifiableSortedSet,removeAll,Collection<?>,1
org.apache.commons.collections4.set,UnmodifiableSortedSet,removeIf,Predicate<? super E>,1
org.apache.commons.collections4.set,UnmodifiableSortedSet,retainAll,Collection<?>,1
org.apache.commons.collections4.set,UnmodifiableSortedSet,subSet,"E, E",1
org.apache.commons.collections4.set,UnmodifiableSortedSet,tailSet,E,1
org.apache.commons.collections4.set,UnmodifiableSortedSet,writeObject,ObjectOutputStream,1
org.apache.commons.collections4.set,PredicatedSet,predicatedSet,"Set<E>, Predicate<? super E>",1
org.apache.commons.collections4.set,PredicatedSet,decorated,,1
org.apache.commons.collections4.set,PredicatedSet,equals,Object,1
org.apache.commons.collections4.set,PredicatedSet,hashCode,,1
org.apache.commons.collections4.set,AbstractSerializableSetDecorator,readObject,ObjectInputStream,1
org.apache.commons.collections4.set,AbstractSerializableSetDecorator,writeObject,ObjectOutputStream,1
org.apache.commons.collections4.set,ListOrderedSet,listOrderedSet,List<E>,1
org.apache.commons.collections4.set,ListOrderedSet,listOrderedSet,Set<E>,1
org.apache.commons.collections4.set,ListOrderedSet,listOrderedSet,"Set<E>, List<E>",2
org.apache.commons.collections4.set,ListOrderedSet,add,E,2
org.apache.commons.collections4.set,ListOrderedSet,add,"int, E",2
org.apache.commons.collections4.set,ListOrderedSet,addAll,Collection<? extends E>,2
org.apache.commons.collections4.set,ListOrderedSet,addAll,"int, Collection<? extends E>",4
org.apache.commons.collections4.set,ListOrderedSet,asList,,1
org.apache.commons.collections4.set,ListOrderedSet,clear,,1
org.apache.commons.collections4.set,ListOrderedSet,get,int,1
org.apache.commons.collections4.set,ListOrderedSet,indexOf,Object,1
org.apache.commons.collections4.set,ListOrderedSet,iterator,,1
org.apache.commons.collections4.set,ListOrderedSet,remove,int,1
org.apache.commons.collections4.set,ListOrderedSet,remove,Object,2
org.apache.commons.collections4.set,ListOrderedSet,removeAll,Collection<?>,2
org.apache.commons.collections4.set,ListOrderedSet,removeIf,Predicate<? super E>,3
org.apache.commons.collections4.set,ListOrderedSet,retainAll,Collection<?>,3
org.apache.commons.collections4.set,ListOrderedSet,toArray,,1
org.apache.commons.collections4.set,ListOrderedSet,toArray,T[],1
org.apache.commons.collections4.set,ListOrderedSet,toString,,1
org.apache.commons.collections4.set,OrderedSetIterator,hasPrevious,,1
org.apache.commons.collections4.set,OrderedSetIterator,next,,1
org.apache.commons.collections4.set,OrderedSetIterator,previous,,1
org.apache.commons.collections4.set,OrderedSetIterator,remove,,1
org.apache.commons.collections4.set,TransformedSet,transformedSet,"Set<E>, Transformer<? super E,? extends E>",3
org.apache.commons.collections4.set,TransformedSet,transformingSet,"Set<E>, Transformer<? super E,? extends E>",1
org.apache.commons.collections4.set,TransformedSet,equals,Object,1
org.apache.commons.collections4.set,TransformedSet,hashCode,,1
org.apache.commons.collections4.set,UnmodifiableNavigableSet,unmodifiableNavigableSet,NavigableSet<E>,2
org.apache.commons.collections4.set,UnmodifiableNavigableSet,add,E,1
org.apache.commons.collections4.set,UnmodifiableNavigableSet,addAll,Collection<? extends E>,1
org.apache.commons.collections4.set,UnmodifiableNavigableSet,clear,,1
org.apache.commons.collections4.set,UnmodifiableNavigableSet,descendingIterator,,1
org.apache.commons.collections4.set,UnmodifiableNavigableSet,descendingSet,,1
org.apache.commons.collections4.set,UnmodifiableNavigableSet,headSet,E,1
org.apache.commons.collections4.set,UnmodifiableNavigableSet,headSet,"E, boolean",1
org.apache.commons.collections4.set,UnmodifiableNavigableSet,iterator,,1
org.apache.commons.collections4.set,UnmodifiableNavigableSet,pollFirst,,1
org.apache.commons.collections4.set,UnmodifiableNavigableSet,pollLast,,1
org.apache.commons.collections4.set,UnmodifiableNavigableSet,readObject,ObjectInputStream,1
org.apache.commons.collections4.set,UnmodifiableNavigableSet,remove,Object,1
org.apache.commons.collections4.set,UnmodifiableNavigableSet,removeAll,Collection<?>,1
org.apache.commons.collections4.set,UnmodifiableNavigableSet,removeIf,Predicate<? super E>,1
org.apache.commons.collections4.set,UnmodifiableNavigableSet,retainAll,Collection<?>,1
org.apache.commons.collections4.set,UnmodifiableNavigableSet,subSet,"E, boolean, E, boolean",1
org.apache.commons.collections4.set,UnmodifiableNavigableSet,subSet,"E, E",1
org.apache.commons.collections4.set,UnmodifiableNavigableSet,tailSet,E,1
org.apache.commons.collections4.set,UnmodifiableNavigableSet,tailSet,"E, boolean",1
org.apache.commons.collections4.set,UnmodifiableNavigableSet,writeObject,ObjectOutputStream,1
org.apache.commons.collections4.set,AbstractNavigableSetDecorator,ceiling,E,1
org.apache.commons.collections4.set,AbstractNavigableSetDecorator,decorated,,1
org.apache.commons.collections4.set,AbstractNavigableSetDecorator,descendingIterator,,1
org.apache.commons.collections4.set,AbstractNavigableSetDecorator,descendingSet,,1
org.apache.commons.collections4.set,AbstractNavigableSetDecorator,floor,E,1
org.apache.commons.collections4.set,AbstractNavigableSetDecorator,headSet,"E, boolean",1
org.apache.commons.collections4.set,AbstractNavigableSetDecorator,higher,E,1
org.apache.commons.collections4.set,AbstractNavigableSetDecorator,lower,E,1
org.apache.commons.collections4.set,AbstractNavigableSetDecorator,pollFirst,,1
org.apache.commons.collections4.set,AbstractNavigableSetDecorator,pollLast,,1
org.apache.commons.collections4.set,AbstractNavigableSetDecorator,subSet,"E, boolean, E, boolean",1
org.apache.commons.collections4.set,AbstractNavigableSetDecorator,tailSet,"E, boolean",1
org.apache.commons.collections4.set,PredicatedSortedSet,predicatedSortedSet,"SortedSet<E>, Predicate<? super E>",1
org.apache.commons.collections4.set,PredicatedSortedSet,comparator,,1
org.apache.commons.collections4.set,PredicatedSortedSet,decorated,,1
org.apache.commons.collections4.set,PredicatedSortedSet,first,,1
org.apache.commons.collections4.set,PredicatedSortedSet,headSet,E,1
org.apache.commons.collections4.set,PredicatedSortedSet,last,,1
org.apache.commons.collections4.set,PredicatedSortedSet,subSet,"E, E",1
org.apache.commons.collections4.set,PredicatedSortedSet,tailSet,E,1
org.apache.commons.collections4.set,TransformedSortedSet,transformedSortedSet,"SortedSet<E>, Transformer<? super E,? extends E>",3
org.apache.commons.collections4.set,TransformedSortedSet,transformingSortedSet,"SortedSet<E>, Transformer<? super E,? extends E>",1
org.apache.commons.collections4.set,TransformedSortedSet,comparator,,1
org.apache.commons.collections4.set,TransformedSortedSet,first,,1
org.apache.commons.collections4.set,TransformedSortedSet,getSortedSet,,1
org.apache.commons.collections4.set,TransformedSortedSet,headSet,E,1
org.apache.commons.collections4.set,TransformedSortedSet,last,,1
org.apache.commons.collections4.set,TransformedSortedSet,subSet,"E, E",1
org.apache.commons.collections4.set,TransformedSortedSet,tailSet,E,1
org.apache.commons.collections4.set,AbstractSetDecorator,decorated,,1
org.apache.commons.collections4.set,AbstractSetDecorator,equals,Object,1
org.apache.commons.collections4.set,AbstractSetDecorator,hashCode,,1
org.apache.commons.collections4.set,AbstractSortedSetDecorator,comparator,,1
org.apache.commons.collections4.set,AbstractSortedSetDecorator,decorated,,1
org.apache.commons.collections4.set,AbstractSortedSetDecorator,first,,1
org.apache.commons.collections4.set,AbstractSortedSetDecorator,headSet,E,1
org.apache.commons.collections4.set,AbstractSortedSetDecorator,last,,1
org.apache.commons.collections4.set,AbstractSortedSetDecorator,subSet,"E, E",1
org.apache.commons.collections4.set,AbstractSortedSetDecorator,tailSet,E,1
org.apache.commons.collections4.set,CompositeSet,add,E,2
org.apache.commons.collections4.set,CompositeSet,addAll,Collection<? extends E>,2
org.apache.commons.collections4.set,CompositeSet,addComposited,Set<E>,6
org.apache.commons.collections4.set,CompositeSet,addComposited,Set<E>,3
org.apache.commons.collections4.set,CompositeSet,addComposited,"Set<E>, Set<E>",1
org.apache.commons.collections4.set,CompositeSet,clear,,2
org.apache.commons.collections4.set,CompositeSet,contains,Object,3
org.apache.commons.collections4.set,CompositeSet,containsAll,Collection<?>,4
org.apache.commons.collections4.set,CompositeSet,equals,Object,2
org.apache.commons.collections4.set,CompositeSet,getMutator,,1
org.apache.commons.collections4.set,CompositeSet,getSets,,1
org.apache.commons.collections4.set,CompositeSet,hashCode,,2
org.apache.commons.collections4.set,CompositeSet,isEmpty,,3
org.apache.commons.collections4.set,CompositeSet,iterator,,2
org.apache.commons.collections4.set,CompositeSet,remove,Object,3
org.apache.commons.collections4.set,CompositeSet,removeAll,Collection<?>,3
org.apache.commons.collections4.set,CompositeSet,removeComposited,Set<E>,1
org.apache.commons.collections4.set,CompositeSet,removeIf,Predicate<? super E>,3
org.apache.commons.collections4.set,CompositeSet,retainAll,Collection<?>,2
org.apache.commons.collections4.set,CompositeSet,setMutator,SetMutator<E>,1
org.apache.commons.collections4.set,CompositeSet,size,,2
org.apache.commons.collections4.set,CompositeSet,toArray,,2
org.apache.commons.collections4.set,CompositeSet,toArray,T[],5
org.apache.commons.collections4.set,CompositeSet,toSet,,1
org.apache.commons.collections4.set,SetMutator,add,"CompositeSet<E>, List<Set<E>>, E",1
org.apache.commons.collections4.set,SetMutator,addAll,"CompositeSet<E>, List<Set<E>>, Collection<? extends E>",1
org.apache.commons.collections4.set,SetMutator,resolveCollision,"CompositeSet<E>, Set<E>, Set<E>, Collection<E>",1
org.apache.commons.collections4,FluentIterable,empty,,1
org.apache.commons.collections4,FluentIterable,of,Iterable<T>,2
org.apache.commons.collections4,FluentIterable,of,T,1
org.apache.commons.collections4,FluentIterable,of,T,1
org.apache.commons.collections4,FluentIterable,allMatch,Predicate<? super E>,1
org.apache.commons.collections4,FluentIterable,anyMatch,Predicate<? super E>,1
org.apache.commons.collections4,FluentIterable,append,E,1
org.apache.commons.collections4,FluentIterable,append,Iterable<? extends E>,1
org.apache.commons.collections4,FluentIterable,asEnumeration,,1
org.apache.commons.collections4,FluentIterable,collate,Iterable<? extends E>,1
org.apache.commons.collections4,FluentIterable,collate,"Iterable<? extends E>, Comparator<? super E>",1
org.apache.commons.collections4,FluentIterable,contains,Object,1
org.apache.commons.collections4,FluentIterable,copyInto,Collection<? super E>,1
org.apache.commons.collections4,FluentIterable,eval,,1
org.apache.commons.collections4,FluentIterable,filter,Predicate<? super E>,1
org.apache.commons.collections4,FluentIterable,forEach,Closure<? super E>,1
org.apache.commons.collections4,FluentIterable,get,int,1
org.apache.commons.collections4,FluentIterable,isEmpty,,1
org.apache.commons.collections4,FluentIterable,iterator,,1
org.apache.commons.collections4,FluentIterable,limit,long,1
org.apache.commons.collections4,FluentIterable,loop,,1
org.apache.commons.collections4,FluentIterable,reverse,,1
org.apache.commons.collections4,FluentIterable,size,,1
org.apache.commons.collections4,FluentIterable,skip,long,1
org.apache.commons.collections4,FluentIterable,toArray,Class<E>,1
org.apache.commons.collections4,FluentIterable,toList,,1
org.apache.commons.collections4,FluentIterable,toString,,1
org.apache.commons.collections4,FluentIterable,transform,"Transformer<? super E,? extends O>",1
org.apache.commons.collections4,FluentIterable,unique,,1
org.apache.commons.collections4,FluentIterable,unmodifiable,,1
org.apache.commons.collections4,FluentIterable,zip,Iterable<? extends E>,1
org.apache.commons.collections4,FluentIterable,zip,Iterable<? extends E>,1
org.apache.commons.collections4,IteratorUtils,arrayIterator,E,1
org.apache.commons.collections4,IteratorUtils,arrayIterator,"E[], int",1
org.apache.commons.collections4,IteratorUtils,arrayIterator,"E[], int, int",1
org.apache.commons.collections4,IteratorUtils,arrayIterator,Object,1
org.apache.commons.collections4,IteratorUtils,arrayIterator,"Object, int",1
org.apache.commons.collections4,IteratorUtils,arrayIterator,"Object, int, int",1
org.apache.commons.collections4,IteratorUtils,arrayListIterator,E,1
org.apache.commons.collections4,IteratorUtils,arrayListIterator,"E[], int",1
org.apache.commons.collections4,IteratorUtils,arrayListIterator,"E[], int, int",1
org.apache.commons.collections4,IteratorUtils,arrayListIterator,Object,1
org.apache.commons.collections4,IteratorUtils,arrayListIterator,"Object, int",1
org.apache.commons.collections4,IteratorUtils,arrayListIterator,"Object, int, int",1
org.apache.commons.collections4,IteratorUtils,asEnumeration,Iterator<? extends E>,1
org.apache.commons.collections4,IteratorUtils,asIterable,Iterator<? extends E>,1
org.apache.commons.collections4,IteratorUtils,asIterator,Enumeration<? extends E>,1
org.apache.commons.collections4,IteratorUtils,asIterator,"Enumeration<? extends E>, Collection<? super E>",1
org.apache.commons.collections4,IteratorUtils,asMultipleUseIterable,Iterator<? extends E>,1
org.apache.commons.collections4,IteratorUtils,boundedIterator,"Iterator<? extends E>, long",1
org.apache.commons.collections4,IteratorUtils,boundedIterator,"Iterator<? extends E>, long, long",1
org.apache.commons.collections4,IteratorUtils,chainedIterator,Collection<? extends Iterator<? extends E>>,1
org.apache.commons.collections4,IteratorUtils,chainedIterator,Iterator<? extends E>,1
org.apache.commons.collections4,IteratorUtils,chainedIterator,"Iterator<? extends E>, Iterator<? extends E>",1
org.apache.commons.collections4,IteratorUtils,chainedIterator,Iterator<? extends Iterator<? extends E>>,1
org.apache.commons.collections4,IteratorUtils,collatedIterator,"Comparator<? super E>, Collection<Iterator<? extends E>>",1
org.apache.commons.collections4,IteratorUtils,collatedIterator,"Comparator<? super E>, Iterator<? extends E>",1
org.apache.commons.collections4,IteratorUtils,collatedIterator,"Comparator<? super E>, Iterator<? extends E>, Iterator<? extends E>",1
org.apache.commons.collections4,IteratorUtils,contains,"Iterator<E>, Object",1
org.apache.commons.collections4,IteratorUtils,emptyIterator,,1
org.apache.commons.collections4,IteratorUtils,emptyListIterator,,1
org.apache.commons.collections4,IteratorUtils,emptyMapIterator,,1
org.apache.commons.collections4,IteratorUtils,emptyOrderedIterator,,1
org.apache.commons.collections4,IteratorUtils,emptyOrderedMapIterator,,1
